company_id,No.,profile_url,name,type,website,staff_count,follower_count,description,found_yr,HQ,city,province,industries,specialities,company_name,age_of_company,spec_len,certification_by,desc_len
8195786,52,https://www.linkedin.com/company/jiangsu-hansoh-pharmaceutical-co-ltd-/,"Jiangsu Hansoh Pharmaceutical Group Co.,Ltd.",PRIVATELY_HELD,http://www.hansoh.cn,321,903,"Jiangsu Hansoh Pharmaceutical Group Co., Ltd. was established in July, 1995. It has developed into a new pharmaceutical group featuring R&D, manufacture, sales and pharmaceutical investment of drugs. There are more than 40 products launched into the market which cover six therapeutic categories: oncology, antibiotics, psychotropic, antidiabetics, gastro-intestinal and cardiovascular area.   Since its inception, Hansoh has evolved into a flagship enterprise for R&D and production in China, a Top 30 enterprise of China's Pharmaceutical Industry, and one of the most innovative pharmaceutical enterprises in China.    Adhering to the concept of management innovation, technology innovation and product innovation, Hansoh will accelerate collection and fusion of development factors including top-level talents, innovative technology and lean manufacturing, along with peers in the international pharmaceutical field, hand in hand and shoulder by shoulder, to jointly endeavor bravely to contribute wisdom and strength to health of mankind.",1995,CN,Lianyungang,JS,Pharmaceuticals,"CNS, antidiabetics, GI, cardiovascular area",hansoh pharmaceutical group ,26,43,n/a,1042
3998063,53,https://www.linkedin.com/company/cofco-biochemical-anhui-co-ltd/,"Cofco Biochemical Co.,Ltd",PUBLIC_COMPANY,http://www.zlahsh.com,63,309,"Cofco Biochemical is a biotechnology company based out of BENGBU, AH | Anhui, China.",1995,CN,Bengbu,AH,Biotechnology,null,cofco biochemical ,26,4,n/a,84
3995253,54,https://www.linkedin.com/company/harbin-pharm-group-sanjing-pharmaceutical-sharcholding-co-ltd-/,"Harbin Pharm Group Sanjing Pharmaceutical Sharcholding Co.,Ltd.",PUBLIC_COMPANY,http://www.sanjing.com.cn,306,631,"Harbin Pharm Group Sanjing Pharma is a pharmaceuticals company based out of Harbin, HEI, China.",1995,CN,Harbin,HL,Pharmaceuticals,null,harbin pharm group sanjing pharmaceutical sharcholding ,26,4,n/a,95
30889102,55,https://www.linkedin.com/company/medko-korea/,"MEDKO CO.,LTD.",SELF_OWNED,http://www.medko.co.kr,2,965,"We are specialized in exporting medical devices developed and manufactured in Korea. To provide customers with high quality and special price of Korean products. Also, we can quickly find the products you want with high quality and special price. Our goal is to maximize our customers' profits and quickly deliver the products they want.  And Development and manufacture of low-temperature plasma sterilizer  I am the new advanced Plasma Sterilizer manufacturer(med&people Co., Ltd) in Korea and would like to make the new good business with you.   Why you have to choose med&people's Plasma Sterilizer?   Increase performance and reliability and lower product prices.  And  The lower price system and consumable than competitors  Sterilizer that is harmless to the users and patients  Environment-friendly sterilizer that does not produce air pollution  Capable of coping with International Convention on Environment/ Regulations actively  Easy to use/Compact size  I wish you success. Thank you.",2019,KR,Hongseong,HL,Medical Device,"medical device,Sterilizer,Skin care,Endoscope Washer",medko ,2,52,n/a,997
31170365,56,https://www.linkedin.com/company/yingcheng-u-phten-medical-products-co-ltd/,"Yingcheng U-phten Medical Products Co.,Ltd",PRIVATELY_HELD,http://www.u-phten.com,2,1170,"Our factory is located in Yingcheng City,Hubei province,China, Our main products below: Medical bandage: like Plaster of paris bandage, elastic crepe bandage,orthppedic casting tape, surgical tape,orthopedic padding, PBT bandage,Elastic crepe bandage,High elastic bandage, Muscle bandage, Adhesive bandage,Fixing bandage,Plain bandage,zinc oxide plaster, silk tape, PE tape etc.. Gauze products: Like gauze swabs,gauze rolls,gauze bandage,gauze ball,gauze cutting, lap sponge etc.. Cotton products:Like cotton roll, cotton balls, cotton bandage,dental cotton  roll etc.. Non-woven products: Like Surgical gown,patient gown,Shoe cover, mob cap,oversleeve,non-woven swab,non-woven triangular bandage,bed sheet, face mask, dental bib etc.. Wound dressing,first aid kit, Syringe,catheter etc..  Welcome to your enquiry: Whatsapp/Mobile/Wechat: +8613554591816 Skype/Email: sales03@u-phten.com",2009,CN,Wuhan,HB,Medical Device,null,yingcheng u-phten medical products ,12,4,n/a,887
3995251,57,https://www.linkedin.com/company/jiangsu-yuyue-medical-equipment-&-supply-co-ltd-/,"Jiangsu Yuyue Medical Equipment & Supply Co.,Ltd.",PUBLIC_COMPANY,http://www.yuyue.com.cn,194,802,"Jiangsu Yuyue Medical Equipment & Supply is a medical device company based out of ZHENJIANG, JS | Jiangsu, China.",2009,CN,Zhenjiang,JS,Medical Device,null,yuyue medical equipment & supply ,12,4,n/a,113
13294443,58,https://www.linkedin.com/company/fortune-pharmacal-co.-ltd./,"Fortune Pharmacal Co.,Ltd.",PRIVATELY_HELD,http://www.fortunepharm.com/,92,783,"Fortune Pharmacal Company Limited is a leading pharmaceutical company.  Incorporated in 1968, it was set up with a focus on “medicine efficacy” and “medicine safety”.  Fortune Pharmacal is continuously advancing and has a vision to offer top quality products for our customers to enhance their well-being and quality of life.  We cordially invite high-caliber candidates to join us.",1954,HK,Chaiwan,JS,Pharmaceuticals,null,fortune pharmacal ,67,4,n/a,382
3797649,59,https://www.linkedin.com/company/furen-pharmaceutical-group-co-ltd-/,"Furen Pharmaceutical Group Co.,Ltd.",PRIVATELY_HELD,http://www.furen.com.cn,29,1066,"Furen Pharmaceutical Group Co., Ltd. was established in 1997 with the philosophy of Heal the World with Medicines and Benefit People with Benevolence.    FUREN is a comprehensive unit, leading in pharmaceutical sector, with drug R&D, manufacture, marketing, investment and management departments.  FUREN consists of subsidiary companies as following:  1.	Furen Pharmaceutical Group Co., Ltd. 2.	Henan Furentang Pharmaceutical Co., Ltd. 3.	Kaifeng Pharmaceutical (Group) Co., Ltd. 4.	Kaifeng Yugang Pharmaceutical Co., Ltd. 5.	Henan Tongyuan Pharmaceutical Co., Ltd. 6.	Henan Huaiqingtang Pharmaceutical Co., Ltd. 7.	Beijing Yuance Pharmacy 8.	Furen Hetero Onco Therapeutics LTD.  9.	Henan Furen Pharma Pharmatech Development Co., Ltd. 10.	Shanghai Furen Industrial Co., Ltd. 11.	Henan Songhe Liquor Corporation  FUREN strives to be Global Generic Drugs Manufacturer in China and fulfills the mission of making the inexpensive quality medicines accessible to every citizen.  FUREN produces over 1000 kinds of drugs covering analgesic, antiviral, antibiotic, anticancer, antiulcer, steroids, vitamins and cardiovascular therapies.  Our company is also awarded as a hi-tech state enterprise with technical assessment center and post-doctor work station.    Depending on the state-of-the-art facility, quality products and years of good reputation in marketing, FUREN ranks 13th in the Turnover Rank of National Ministry of Industry and Information Technology 2013.  FUREN has presented in the international market for the last decade with over 100 kinds of products marketed in Pakistan, Vietnam, the Philippines, Nigeria, Sudan, Ethiopia, etc.  We are also struggling for EU and FDA Certification.    With the principal of mutual benefit and growth together, we hope to cooperate with all the pharmaceutical units and try our best to be GLOBAL GENERIC DRUGS MANUFACTURE IN CHINA.",1997,CN,Zhengzhou,HA,Pharmaceuticals,"manufacturer/exporter,finished pharmaceutical products,OEM,contract manufacture,lyophilized powder for inj.,SVPs/LVPs",furen pharmaceutical group ,24,117,FDA,1877
13292205,61,https://www.linkedin.com/company/康弘药业/,"Chengdu Kanghong Pharmaceutical Group Co.,Ltd.",PUBLIC_COMPANY,http://www.cnkh.com,335,1665,"Chengdu Kanghong Pharmaceutical Group Co., Ltd. (hereinafter referred to as Kanghong Pharmaceutical) is a pharmaceutical group dedicated to the research and development, production, sales and after-sales service of Chinese patent medicines, chemical medicines and biological products. It is headquartered in Chengdu, Sichuan Province with existing employees There are more than 4,000 people, with a production base of Chinese patent medicines, chemical medicines and biological products, and a sales network throughout the country. Since its establishment, Kanghong Pharmaceutical has received care and guidance from governments at all levels and extensive attention from all walks of life: In 2008, in the first batch of national pharmaceutical enterprise credit evaluations organized by the China Chemical Pharmaceutical Industry Association commissioned by the Ministry of Commerce, Kanghong Pharmaceutical became One of the only seven pharmaceutical companies in the country that has obtained the ""AAA corporate credit rating"", and the only credit-granting company in Sichuan Province, and was once again rated as the ""AAA corporate credit rating"" company in 2012; in 2009, Kang Hong The ""Pharmaceutical Industry"" trademark was recognized as ""China Well-known Trademark"" by the State Administration for Industry and Commerce. In the same year, Kanghong Pharmaceutical was awarded the ""Innovation Award"" jointly issued by the China Pharmaceutical Enterprise Management Association and Sohu.com for the 30 years of reform and opening up of the 30th Anniversary of China's Pharmaceutical Industry. In 2010, it was listed as a ""National Enterprise Intellectual Property Pilot Unit"" by the State Intellectual Property Office ""; In 2011, it was rated as ""Top Ten Innovative Enterprise Brands in China's Chemical Pharmaceutical Industry"" by China Chemical Industry Association; in 2012, it was listed in the fifth batch of national ""Innovative Brands"" by the Ministry of Science and Technology, State-owned Assets Supervision and Administration Commission of the State Council, and All-China Federation of Trade Unions. Pilot enterprises"".",1996,CN,Chengdu,SC,Pharmaceuticals,"Sales, pharmaceuticals, research and development, manufacturing",kanghong pharmaceutical group ,25,63,n/a,2136
54303987,62,https://www.linkedin.com/company/joysbio/,"JOYSBIO Biotechnology CO.,LTD.",PRIVATELY_HELD,https://en.joysbio.com,7,806,"JOYSBIO (Tianjin) Biotechnology Co., Ltd. is an R&D-focused Chinese biotechnology company that develops, manufactures, and supplies high-quality lateral flow in-vitro diagnostic (IVD) rapid test kits as well as revolutionary customized reagent kits to all parts of the world. JOYSBIO was founded by a team of professionals with vast combined experiences in research, marketing/sales, operational, and manufacturing in the point-of-care (POC) device industry. JOYSBIO offers high quality but cost-effective lateral flow rapid test products including test cassettes, strips, and uncut sheets. Our in-vitro diagnostic rapid test products screen for a wide range of targets, including infectious diseases, tumor markers, cardiac markers, the drug of abuse, and fertility. JOYSBIO’s vision is to provide the best quality rapid test kits and to expand our markets internationally by forming strategic alliances and entering into partnerships with distributors worldwide.",2010,CN,Tianjin,TJ,Biotechnology,"medical device,IVD,Lateral Flow Assay, infectious diseases, tumor markers, cardiac markers, the drug of abuse, fertility",joysbio biotechnology ,11,120,n/a,964
2265078,63,https://www.linkedin.com/company/yooyoung-pharmaceutical-co-ltd-/,"YooYoung Pharmaceutical Co.,Ltd.",PUBLIC_COMPANY,http://www.yypharm.co.kr,18,935,"YOOYOUNG PHARMACEUTICAL is finished pharmaceutical product manufacturer highly dedicated to the CMO (Contrast Manufacturing Organization) of oral solid and sterile dosage form in full compliance with GMP since its foundation in 1981. Services include separated automatic production line for Cephalosporin vial injection and capsule as well as ampoule and pre-filled syringe filling in aseptic conditions and a variety form of oral dosage, customized packing and tailor-made custom manufacturing for customers’ needs in cost-effective way. YOOYOUNG focuses on the development and innovation of generic product for global market and already has many years of experience of contract manufacturing with over 15 countries including Japan, Russia, HongKong, Thailand.  We guarantee the best service to you ever.",1981,KR,Jincheon,TJ,Pharmaceuticals,pharmaceutical product manufacturer,yooyoung pharmaceutical ,40,35,CE(for medical devices),805
3997030,64,https://www.linkedin.com/company/humanwell-healthcare-group-co-ltd-/,"Humanwell Healthcare (Group) Co.,Ltd.",PUBLIC_COMPANY,http://www.humanwell.com.cn,194,614,"Humanwell Healthcare is a pharmaceuticals company based out of Wuhan. Humanwell Healthcare representatives, don’t miss out on opportunities to build relationships with members on LinkedIn. Claim your page, write a simple description, and share content to attract followers that can lead to new customers, brand fans, and future employees. Go here to get started: http://linkd.in/1DUpBvu",1981,CN,Wuhan,HB,Pharmaceuticals,null,humanwell healthcare (group) ,40,4,n/a,386
2976045,65,https://www.linkedin.com/company/yichang-humanwell-pharmaceutical-co-ltd/,"YICHANG HUMANWELL PHARMACEUTICAL CO.,LTD",PUBLIC_COMPANY,http://en.ycrenfu.com.cn/,96,814,"Yichang Humanwell Pharmaceutical Co., Ltd.(""the Company"") is a leading specialty pharmaceutical company in China focusing on R&D, manufacturing , domestic and export business of anesthetic drugs and drugs with other specific features.   As a national designated anesthetics manufacturer since 1970, the Company has dedicated itself to the provision of quality medicinal products and professional services to the clients. At present, our products have access to over 30000 hospitals across the country, basing on our extensive sales network in China. The annual sales amount of the Company keeps increasing more than 30%.  With implementing the global market development strategy and adopting the international advanced standards in quality management. All the 13 production lines are GMP compliance with GMP certificate issued by SFDA. Fentanyl Citrate has been granted the COS Certificate from EDQM in 2007 with No. R0-CEP 2007-2008-Rev 01. The first class workshop which complies with the cGMP of USFDA will be finished.  By taking the advantages of its solid scientific research strength, well-established quality system, the Company has become the excellent brand of narcotics with good reputation in China. With the high commitment to the product quality and development of the international markets, the Company has established the strategic partnership with dozens of international companies, the products of the company have been exported to more than 20 countries and regions.",1954,CN,Yichang,HB,Pharmaceuticals,"Pain Management,anethesia,narcotic analgesic,sedative,antagonist",yichang humanwell pharmaceutical ,67,64,CE(for medical devices),1485
3996243,66,https://www.linkedin.com/company/guizhou-yibai-pharmaceutical-co-ltd-/,"Yibai Pharmaceutical Co.,Ltd.",PUBLIC_COMPANY,http://www.gzcci.com,273,481,"Guizhou Yibai Pharma is a pharmaceuticals company based out of GUIYANG, GUZ, China.",1954,CN,Guiyang,GZ,Pharmaceuticals,null,yibai pharmaceutical ,67,4,n/a,83
1797288,67,https://www.linkedin.com/company/sundia-meditech/,"Sundia MediTech Co.,Ltd.",PRIVATELY_HELD,http://www.sundia.com,128,727,"Founded in 2004, Sundia MediTech Company, Ltd. is a leading pre-clinical contract research organization (CRO) providing a comprehensive and integrated portfolio of high-quality drug discovery and development services.  Sundia's experienced R&D and international management team possess extensive experience across the fields of chemistry (custom synthesis, library design and synthesis), medicinal chemistry, biology (in vitro and in vivo), DMPK, pre-clinical studies, as well as pharmaceutical development (process research and development, API manufacturing, pre-formulation and formulation, analytical as well as QA/QC, CMC and IND filing) services.  Sundia's primary research facilities, which include standard and kilo-labs, an animal facility, a pilot plant and other supporting facilities, are located in Shanghai (Zhangjiang Hi-Tech Park), Shijiazhuang and Taicang.  For more information, please visit us at www.sundia.com or email us at info@sundia.com.",2004,CN,Shanghai,SH,Pharmaceuticals,null,sundia meditech ,17,4,n/a,962
3075426,68,https://www.linkedin.com/company/hansyn-pharmaceutical-co-ltd-/,"Hansyn Pharmaceutical Co.,Ltd.",PRIVATELY_HELD,http://www.hspharm.cn,11,934,"Hansyn Pharmaceutical Co., Ltd is a pharmaceutical company committed to increasing access to high-quality healthcare by development and manufacture of generic drugs of active pharmaceutical ingredients.  Hansyn has cGMP veterinary drug production falicities and associated infra-structures producing veterinary ingredients such as Florfenicol and Thiamphenicol. Since 2012, Hansyn is entering human pharmaceutical area by investment of new cGMP multi-purpose plants (large scale plant, small scale plant, steroid plant), utility facilities, QC laboratories and R&D Centers, planned to be finished by 2013.  Hansyn is committed to high quality manufacturing of active pharmaceutical ingredients with product portfolio focusing on respiratory and diabete areas. With tis flexible cGMP SSP (small scale plant) and ISO plants, Hansyan's business covers contract manufacturing of pre-clinical and clinical phase active pharmaceutical as well as advanced pharmaceutical intermediates.  Headquartered in Jiangsu China, Hansyn currently employs approximately 350 people with 2 sites in Zhangjiagang and Shanghai respectively.",2002,CN,Zhangjiagang,JS,Pharmaceuticals,"Gegerics,Active Pharmaceutical Ingredients Manufacturing,Veterinary API Manufacturing,Contract Manufacture of Active Pharmaceutical Ingredients",hansyn pharmaceutical ,19,143,n/a,1117
33267132,69,https://www.linkedin.com/company/seesheen-medical/,"ZHUHAI SEESHEEN MEDICAL TECHNOLOGY CO.,LTD",PRIVATELY_HELD,http://www.seesheen.com,10,325,"Seesheen Medical Technology Co., LTD is a government granted High-Tech Enterprise. Located in Zhuhai National High-tech Industrial Development Zone ,China.  We devote to R&D, production and maintenance service of slim medical flexible endoscopes.  Our vision is ""Make the endoscopy solution to be more accessible and affordable.""​  ",2014,CN,Zhuhai ,GD,Medical Device,"Flexible Video Uretero-renoscope,Flexible Video Bronchoscope,Flexible Video Intubation scope,Flexible Video Cysto-nephroscope,Flexible Video Rhinolaryngoscope,Flexible Video Choledochoscope,Veterinary endoscopy",seesheen medical technology ,7,210,n/a,332
3995544,70,https://www.linkedin.com/company/jiangzhong-pharmaceutical-co-ltd-/,"Jiangzhong Pharmaceutical Co.,Ltd.",PUBLIC_COMPANY,http://www.jzjt.com,254,445,"Jiangzhong Pharma is a pharmaceuticals company based out of NANCHANG, JGX, China.",2014,CN,Nanchang,JX,Pharmaceuticals,null,jiangzhong pharmaceutical ,7,4,n/a,81
10004149,71,https://www.linkedin.com/company/bain-medical-equipment-Guangzhou-co-ltd/,"BAIN MEDICAL EQUIPMENT CO.,LTD",PRIVATELY_HELD,http://www.bainmedical.com/page/mybain2/index.php,41,721,"Bain Medical Equipment (Guangzhou) Co., Ltd is China’s largest and innovative blood purification products manufacturer. Our main production facilities are situated in Guangzhou Economic & Technological Development Zone. Since 2003, Bain Medical has focused on becoming a global healthcare provider for blood purification equipment and related disposable products. We have been achieving our objectives by conducting business with honesty and integrity, delivering on our promises and treating our suppliers, customers and users as partners in the journey together.  Presently Bain Medical specializes in manufacturing and distributing hemodialyzer, tubing sets for hemodialysis, disposable, A. V. fistula needle sets, hemodialysis machine, dialysis kit and aggregates, all with leading technologies in the industry. Our products have been exporting to over 60 countries covering most areas of Europe, Asia, the Middle East, Africa and South American, and establishing offices and subsidiaries in many countries. The number of employees is over 2000. Our goal is “To be the Top 5 in the world and Top 1 in China of hemodialysis manufacture”.   Bain Medical has passed ISO 13485 Certificate in 2005; all products: hemodialyzer, tubing sets for hemodialysis, disposable A.V. fistula needle sets, and dialysis kit, had passed GMP regulation, CFDA, and CE certifications. The registered fund is 10 million US Dollars, and the investment amount is over 250 million China Yuan.   As a high-tech innovative company, we always believe that Quality is Everything. The will of not stopping innovation and the determination to be the best partner for medical device in the global healthcare business help build up our mission.",2003,CN,Guangzhou,GD,Medical Device,null,bain medical equipment ,18,4,CE(for medical devices),1714
2666682,72,https://www.linkedin.com/company/Shanghai-cp-guojian-pharmaceutical-co-ltd-/,"Mabwell Bioscience Co.,Ltd.",PRIVATELY_HELD,http://www.cpgj-pharm.com/EN/index.asp,36,804,"Shanghai CP Guojian Pharmaceutical Co., Ltd. (CPGJ) is a biopharmaceutical company invested and controlled by China International Trust and Investment Corporation（CITIC Limited). Since established in 2002, CPGJ has committed to the R&D, pilot scale development, industrialization and commercialization of antibody drugs. It has grown into a leading company in China’s antibody sector that provides targeted drugs for cancer, autoimmune diseases and organ transplantation immunosuppression treatment.   As an R&D-based biopharmaceutical company,  CPGJ has successfully developed its core technologies to continuously develop and commercialize new biologics therapies. CPGJ's antibody manufacturing capacity is among the largest in the industry.",2002,CN,Shanghai,SH,Pharmaceuticals,developing and Manufacturing Monoclonal antibody drugs,mabwell bioscience ,19,54,n/a,743
12954488,73,https://www.linkedin.com/company/Shenzhen-bioeasy/,"Shenzhen Bioeasy Biotechnology Co.,Ltd.",PRIVATELY_HELD,http://www.bioeasy.com/,19,847,"Shenzhen Bioeasy Biotechnology Co., Ltd. , a leading provider of food safety and IVD products. We are dedicated to provide the easy, simple, reliable, quality assurance and affordable rapid test to the global market, and help people have easy access to those reliable food safety and clinical diagnostics on time!  Advantages: -	Strong R&D - insists on the way of self-innovation and steadily development. -	Reliable and high quality products, obtain CE, FDA, CLIA WAIVED, AQSIQ qualification. -	OEM  -	Ideal for exporters to China   IVD PRODUCTS: -	Qualitative detection: HIV, HCV, TP, HBsAg, Influenza A/B, Dengue, Malaria, DOA and so on. -	Quantitative detection: cardiac markers, inflammation, hormone, diabetes, coagulation and so on. -	Instruments: Time-resolved fluorescence immunoassay analyzer, drug of abuse detector. ",2007,CN,Shenzhen,GD,Biotechnology,"POCT,Food safety test,Rapid Test kit,Dairy testing,mycotoxin test for feed,Milk antibiotic residues test kit,Diagnostic,rapid diagnostic test,fluorescence immunoassay analyzer,DOA,drug of abuse,Dengue,Malaria,urine drug test,saliva testing, cardiac markers, inflammation, hormone, diabetes, coagulation",bioeasy biotechnology ,14,302,CE(for medical devices),828
7941888,74,https://www.linkedin.com/company/micomme-medical/,"Micomme Medical Technology Development Co.,Ltd. ",PRIVATELY_HELD,http://www.micomme.com/en/,16,295,"Micomme Medical Technology Development Co., Ltd. is one of the leading providers of HFNC (high flow nasal cannula) and non-invasif ventilator solution in China. Committed to our mission of ""High Technical, Perfect Service”.   Micomme was established in 2002, insisting on independent researching and development products with proprietary intellectual property rights. In September 2012, we released the first medical bi-level non-invasive ventilator Sepray ST-30C/A, the most comprehensive domestic medical ventilator. After years of research and development, so far Micomme Medical has launched Separy series home care ventilator, the intelligent CPAP, AutoCPAP and BPAP.      Independent innovation built Micomme's competitive ability. To date, over 100 patents have been approved or applied. Facing the future, Micomme dedicated to all medical personnel and patients and providing the best quality of products and services, and strives to build first-class international brand of respiratory medical devices.",2002,CN,Changsha,HN,Medical Device,"CPAP Machine,Respiratory Solution Expert,Bi-level Machine,Non-invasive ventilator,Home care respiratory device,HFNC oxygen therapy",micomme medical technology development  ,19,130,n/a,1011
2095283,76,https://www.linkedin.com/company/Shenzhen-zhijun-pharmaceutical-co.-ltd./,"Shenzhen Zhijun Pharmaceutical Co.,Ltd.",PUBLIC_COMPANY,http://www.szzhijun.com,52,821,"As the subsidiary of the No.1 Pharmaceutical group in China---SINOPHARM Group, Zhijun is the leading manufacturer for Cephalosporin antibiotics finished formulation and API. Besides several products enjoying the top market share in China, the products have also been exported to EU, Africa and South Asia.   With the EU GMP certificate for cephalosporin injectable and tablet, Zhijun is offering Contract Manufacturing Service and looking for Representive Agent parter around the world.",1985,CN,Shenzhen,GD,Pharmaceuticals,"Cefuroxime,Cefuroxime Axetil,Ceftriaxone,Ceftazidime,Cefazolin",zhijun pharmaceutical ,36,62,n/a,486
3996004,77,https://www.linkedin.com/company/jilin-aodong-medicine-industry-group-co-ltd/,"Aodong Medicine Industry Group Co.,Ltd",PUBLIC_COMPANY,http://www.szzhijun.com,186,297,"Jilin Aodong Medicine Industry is a pharmaceuticals company based out of YANBIAN, JLN, China.",1985,CN,Yanji,JL,Pharmaceuticals,null,aodong medicine industry group ,36,4,n/a,93
2875859,78,https://www.linkedin.com/company/daxin-pharmaceutical-co-ltd/,"Daxin Pharmaceutical Co.,Ltd",PUBLIC_COMPANY,http://www.daxinpharm.com,32,807,"Chongqing Daxin Pharmaceutical Co.,Ltd. was established in 1941. After nearly 70 year's development it has become a large and comprehensive pharmaceutical company which covers areas of Pharmaceutical Intermediate, APIs and finished dosages. It is the Bio-pharmaceutical research, manufacture and export base in west China and is also the biggest manufacturing base of Lovastatin in the world. It is a fast growing company which has been praised as the high-tech Enterprise for National Torch Program, Nationwide Key Enterprise in Chemical and Pharmaceutical Industry and one of the National Top 100 Pharmaceutical Enterprises.  There are about 100 types and specifications of products manufactured by Chongqing Daxin Pharmaceutical Co.,Ltd. which mainly produces APIs, finished dosages and intermediates of cardio-vascular, antibiotics, immunosuppressant and plasma volume expander, etc. The company has established a complete quality assurance system and all the products have got GMP certificate. The marketing network covers through out China and the products are exported to more than 20 countries and regions in U.S.A., Europe and South-east Asia, etc.  Upholding the principles of Quality is the foundation, Cost is the core, Service is the safeguard, and in pursuit of Honesty is the best policy, dedicating to public service and human health, Chongqing Daxin Pharmaceutical Co.,Ltd. will make unremitting efforts to become a pilot of bio-pharmaceutical industry in west of China.",1985,CN,Chongqing,CQ,Pharmaceuticals,"API, cardiovascular, antibiotics, immuno suppressant, plasma volume expander",daxin pharmaceutical ,36,76,n/a,1487
6158077,79,https://www.linkedin.com/company/genor-biopharma-co-ltd-/,"Genor BioPharma Co.,Ltd.",PUBLIC_COMPANY,http://www.genorbio.com,52,569,"Genor Biopharma Co. Ltd is a biopharmaceutical powerhouse focusing on developing and commercializing oncology and autoimmune drugs.    We have successfully developed drug candidates targeting pathways with blockbuster potentials, encompassing top three oncology targets and five out of the ten bestselling drugs globally.     We have leveraged primarily in-house capabilities in establishing a pipeline of 15 targeted drug candidates with tremendous commercialization potentials in China that cover both proven and novel biological pathways.",2008,CN,Shanghai,SH,Biotechnology,"oncology, autoimmunology",genor biopharma ,13,24,n/a,541
3995179,80,https://www.linkedin.com/company/guizhou-bailing-group-pharmaceutical-co-ltd-/,"Bailing Group Pharmaceutical Co.,Ltd.",PUBLIC_COMPANY,http://www.gzbl.com,249,396,"Guizhou Bailing Pharma is a pharmaceuticals company based out of ANSHUN, GZ | Guizhou, China.",2008,CN,Anshun,GZ,Pharmaceuticals,null,bailing group pharmaceutical ,13,4,n/a,93
13371390,82,https://www.linkedin.com/company/山东罗欣药业集团股份有限公司/,"Luoxin Pharmaceutical Group Stock Co.,Ltd.",PUBLIC_COMPANY,http://www.luoxin.cn,211,468,1 Cefalexin Capsules   2 Cefradine Capsules   3 Cefixime Tablets   4 Cefotiam Hydrochloride for Injection  5 Ceftizoxime Sodium for Injection  6 Cefepime Hydrochloride for Injection   7 Cefurxime Sodium for Injection  8 Ceftazidime for Injection   9 Cefotaxime Sodium for Injection   10 Ceftriaxone Sodium for Injection   11 Meropenem for Injection   12 Biapenem for Injection   13 Aztreonam for Injection   14 Ganciclovir for Injection   15 Ganciclovir Tablets   16 Valacicloviir Hydrochloride Tablets   17 Famciclovir Tablets   18 Lamivudine Tablets  19 Lansoprazole for Injection   20 Rabeprazole Sodium for Injection   21 Pantoprazole Sodium for Injection   22 Omeprazole Sodium for Injection   23 Omeprazole Enteric-coated Tablets  24 Lansoprazole Enteric-coated Tablets   25 Diammonium Glycyrrhizinate for Injection   26 Ambroxol Hydrochloride for Injection   27 Ambroxol Hydrochloride Injection  28 Ambroxol Hydrochloride Tablets   29 Folic Acid for Injection   30 Simvastatin Tablets   31 Oxaliplatin for Injection   32 Gemcitabine Hydrochloride for Injection   33 Vindesine Sulfate for Injection  34 Mitoxantrone Hydrochloride for Injection   35 Cisplatin for Injection  36 Vinorelbine Tartrate for Injection   37 Sodium Demethylcantharidate for Injection   38 Water-soluble Vitamin for Injection   Pipeline Products   1 Ticagrelor Tablet   2 Docetaxel Injection   3 Fosaprepitant dimeglumine for Injection   4 Reduced Glutathione for Injection   5 Parecoxib Sodium for Injection   6 Creatine Phosphate Sodium for Injection   7 Vildagliptin Tablets   8 Ambroxol Hydrochloride and Sodium Chloride Injection   9 Tirofiban Hydrochloride Injection   10 Multiple Electrolytes Injection   11 Compound Sodium Acetate Ringer's Injection   12 Ambroxol Hydrochloride Spray     Contact:  Name: Annie E-mail: anniesun@luoxin.cn Tel：+86 15192880090,2008,CN,Linyi,SD,Pharmaceuticals,null,luoxin pharmaceutical group stock ,13,4,n/a,1844
6440037,83,https://www.linkedin.com/company/Shenzhen-oceanus-medical-device-co-ltd/,"Shenzhen Oceanus Medical Device Co.,Ltd",PARTNERSHIP,http://www.oceanuswave.com/,13,264,"Shenzhen Oceanus Medical Device Co., Ltd was founded in 2013,  is a leading high-tech company that focuses on developing, manufacturing and marketing Physiotherapy & Rehabilitation devices such as Radial Extracorporeal Shockwave Therapy(RSWT), Ultrasound Therapy, Electrotherapy, Deep Muscle Stimulator, and other types of physiotherapy products.  Depending on a strong R&D team and strict ISO13485 quality management system, Shenzhen Oceanus has been providing high quality and innovative medical devices as well as professional efficient service for customers all over the world.",2013,CN,Shenzhen,GD,Medical Device,"physiotherapy, rehabilitation equipment,Sports injury,Orthopedics,Pain management,Shock wave therapy,ultrasound physiotherapy,Erectile Dysfunction,Aesthetic equipment,Electrotherapy",oceanus medical device ,8,181,n/a,581
3995280,85,https://www.linkedin.com/company/huadong-medicine-co-ltd/,"Huadong Medicine Co.,Ltd",PUBLIC_COMPANY,http://www.eastchinapharm.com,124,472,"Huadong Medicine is a pharmaceuticals company based out of Hangzhou, ZHJ, China.",2013,CN,Hangzhou,ZJ,Pharmaceuticals,null,huadong medicine ,8,4,n/a,80
