id,public_id,company_id,lh_id,profile_url,name,logo,type,phone,website,tagline,staff_count,staff_count_range_start,staff_count_range_end,follower_count,description,founded_on,headquarter_country,headquarter_city,headquarter_province,headquarter_line1,headquarter_line2,headquarter_postal_code,industries,specialities,tags
hebei-sinoah-pharm-tech-co-.ltd,hebei-sinoah-pharm-tech-co-.ltd,7929124,261,https://www.linkedin.com/company/hebei-sinoah-pharm-tech-co-.ltd/,"SINOAH PHARM-TECH CO.,LTD",https://media-exp1.licdn.com/dms/image/C4D0BAQE5RQBNzcuR9A/company-logo_400_400/0/1519922343532?e=1621468800&v=beta&t=l1kPVTLLETobef5lqBGxl5Jh7q68zgGumR8VL5nm2p4,PRIVATELY_HELD,,http://www.sinoah.net,,10,51,200,231,"Who we are SINOAH, headquartered in Shijiazhuang city, China is one of the leading pharmaceutical companies in China with core competencies in Active pharmaceutical ingredient (APIs), finished formulations and health care products. Focused on the customers’ needs at heart and through our expanded portfolio of high quality products, SINOAH managed to reach thousands of customers all over the world. We would like to be your highly selected supplier for pharmaceutical and finished medicines business.  Mission •Pursuing highly quality standard, competitive price and considerate service. •Be flexible for customer’s needs in terms of packing, quantity and shipping ways. •Add value to the purchase management of APIs, finished formulations and health care products. •Be committed to the community’s development and well-being, to building a healthier environment and to protecting the natural world.  Vision  •To be most valued partner in pharmaceutical industry based on quality, commitment, responsibility and teamwork.  SINOAH Group HEBEI SINOAH PHARM-TECH CO., LTD SHIJIAZHUANG PHARM-CHEM TECHNOLOGY CO., LTD",2008,CN,Shijiazhuang,HE,,,,Pharmaceuticals,"Pharmaceutical,APIs ( active pharmaceutical ingredient),finished human medicines,finished veterinary medicines",
zhuhai-united-laboratories-trading-co.-ltd,zhuhai-united-laboratories-trading-co.-ltd,10792608,262,https://www.linkedin.com/company/zhuhai-united-laboratories-trading-co.-ltd/,"United Laboratories Trading Co.,Ltd",https://media-exp1.licdn.com/dms/image/C4E0BAQGLsu4BH-5EXQ/company-logo_400_400/0/1519908685488?e=1621468800&v=beta&t=bD8VaOwiUw2kr7loZaKZs5swjhYC_buIy2BsZjhXMKc,PRIVATELY_HELD,,http://www.tul.com.cn,,144,5001,10000,227,"The United Laboratories was established in 1990 in Hong Kong. In 1994, hundreds of millions were invested to establish the Zhuhai United Laboratories Co., Ltd.. With the advanced pharmaceutical technology, scientific management, excellent service and the enthusiasm to serve for the health of Chinese, United Laboratories is engaged in providing plural products, especially the antibiotics product, and the API and intermediates of the product, promoting the development of China health and pharmaceutical industry.       United Laboratories has six production bases, including Hong Kong United Laboratories Co., Ltd. (Finished Products), Zhuhai United Laboratories Co., Ltd. (raw material), Zhuhai United Laboratories (Zhongshan) Co., Ltd. (Finished Products), United Laboratories Kingly Capsule Factory (empty capsules), United Laboratories (Inner Mongolia) Co., Ltd. (intermediate) and The United animal Healthcare(Inner Mongolia) Co.,ltd. United Laboratories integrates the R&D, production and operation of medicine, start with fermentation process integrating the medical intermediate, API, pharmaceutical preparation and pharmaceutical packing materials, and achieve the vertically integrated production and management model. Its superior after-sale service network, complete market information feedback system as well as the rigid quality assurance system lays the solid basis for the excellent product quality of United Laboratories.          On June 15 2007, the successful listing of The United Laboratories International Holdings Limited in Hong Kong embodied the progress of United Laboratories onto a new development platform.        TUL API&Intermedicates Sales department was founded in 1999, has become a virbrant,professional sales team after over 16 years of development. Zhuhai United Laboratories Trading Co.,Ltd was established in Sep 2015, which mainly engaged in the sales of the following antibitic API:Semi-synthetic penicillin,caphalosprins, Cabapenems,B-layamase inhibitors,etc.",1990,CN,Zhuhai,GD,Sanzao Science Technical Park,,519040,Pharmaceuticals,"API: Amoxicillin,Ampicillin, Amoxicillin Clavulanate,API: Ceftriaxone sodium, Cefotaxime sodium,etc,Intermediate: 6-APA; Penicillin G;,API: Clavulanate Aviel 1:1; Clavulanate silicon 1:1,API:Meropenem;Imipenem+cilastain",
osteosys-co.-ltd,osteosys-co.-ltd,1954592,263,https://www.linkedin.com/company/osteosys-co.-ltd/,"OSTEOSYS CO.,LTD",https://media-exp1.licdn.com/dms/image/C510BAQGiv4ZOOjme3g/company-logo_400_400/0/1519885370840?e=1621468800&v=beta&t=3xVqJBNAJ5epSkYYhI8gGXchoPQXmpK5sam9pS3mH-k,PRIVATELY_HELD,,http://www.osteosys.com,better products for better life,24,51,200,185,"Since founded in January 2000, OsteoSys has been turning its commitment of emerging as one of the world top three BMD brands into reality, driven by its talents filled with passion and vision for the future.  In its short history, quality of our testers are inarguably recognized as we were ranked top in selling BMD testers in Korea and have been exporting them to around 40 countries all over the world, based on our focus on R&D and performance.   We will continue to stand on the forefront of medical equipment industry, competing with world top players and advance medical technology to contribute to globalization of medical technology of Korea and ultimately to achieve quality life of the human beings through continued technology development and challenging spirit.  Let us extend our appreciation for your visit and ask for your continued interest in and support for us.  As a medical equipment maker.  Osteosys makes its ulmost to realize its goal of becoming a world-top company and seeks after healthy life of human beings through continued technology innovation and challenges.  We are determined to grow as a specialized Bone Mineral Densitometer provider by achieving our vision and all geared to that end.",2000,KR,Seoul,,JnK 디지털타워 9층 903호,,,Medical Device,"BMD (Bone Mineral Density),DXA (Dual energy X-ray Absorptiometry),QUS (Quantitative UltraSound)",
Xi'an-healthful-biotechnology-co-ltd-,Xi'an-healthful-biotechnology-co-ltd-,3799048,264,https://www.linkedin.com/company/Xi'an-healthful-biotechnology-co-ltd-/,"Healthful Biotechnology Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C4D0BAQGfs6ZOOjwKDg/company-logo_400_400/0/1519952167738?e=1621468800&v=beta&t=gqTICOQB8n1-TNmcQfDwabKU8WV4_NIxJhgYFifVuFk,PRIVATELY_HELD,+86-13572847707,http://www.healthfulbio.com,,40,51,200,179,"Being a leading manufacturer of natural ingredients and nutrition supplements in China, Xi'an Healthful Biotechnology Co.,Ltd.(HSF) focuses on the R&D, production, and marketing of health-care ingredients throughout the worldwide market,with its manufacturing site located in Shandong Province, east China.  HSF is devoting to self-innovated research as well as working with well-known overseas and domestic corporations and universities, partners including Shaanxi Normal University, Beijing Chemical University, China Agricultural University etc. HSF has advanced equipments for researching, testing, analyzing, producing and packaging . We are working under the guideline of GMP regulation, also with certification of ISO 9000,HACCP, IP and Kosher etc.  HSF manufactures the following items of Natural Vitamin E and Phytosterols:  Mixed Tocopherols: 50%, 70%, 90%, 95%  D-alpha Tocopherol Oil: 1000IU~1360IU  D-alpha Tocopheryl Acetate Oil: 1000IU~1360IU  Natural Vitamin E Succinate 1185IU, 1210IU  Water Soluble Natural Vitamin E/TPGS  Phytosterol Powder 95%  Phytosterol Ester 90%",2000,CN,Xi’an,SN,"A-804, HuiHang Plaza, HangTuo Road, Chang'an District",,,Biotechnology,"Natural Vitamin E,Phytosterol Ester,Micro-encapsulated Lipids Ingredients,mct oil powder,color additive",
lansopharma-laboratories-co.-ltd,lansopharma-laboratories-co.-ltd,862237,265,https://www.linkedin.com/company/lansopharma-laboratories-co.-ltd/,"Lanospharma Laboratories Co.,ltd",https://media-exp1.licdn.com/dms/image/C560BAQFST17sDberBg/company-logo_400_400/0/1519885889349?e=1621468800&v=beta&t=G712iWLqMVdVZ8smzEWP-PTz_aQqBKxPhICPTIzVy0Y,PRIVATELY_HELD,,http://www.lanospharma.com,,2,11,50,261,"At lanospharma we are inspired to Provide good quality of Active pharmaceutical ingredients & intermediates, make our world more healthy.  Vitamin D and derivatives Vitamin D4,511-28-4,97.0%-103.0% Alfacalcidol,41294-56-8,98.0%  Calcifediol hydrate,63283-36-3,98.0%  Calcitriol,32222-06-3,98.0% Calcipotriene,112965-21-6,98.0% Paricalcitol,131918-61-1,98.0% Seocalcitol,134404-52-7,98.0% Secalciferol,55721-11-4,98.0% Tacalcitol monohydrate,93129-94-3,98.0% Maxacalcitol,103909-75-7,98.0% Doxercalciferol,54573-75-0,98.0% Eldecalcitol impurities: Trans-Eldecalcitol,>98%  Pre-Eldecalcitol,>93% Tachy-Eldecalcitol,>93% Specturm:H-NMR/C-NMR/Mass/HPLC/IR  Pneumocandins Caspofungin acetate Anidulafungin Micafungin Pneumocandin B0  3,5-Diiodo-L-thyronine 6-Amino-1-Hexanol  Cooperation During the last 5 years,we have established a good cooperation with the famous Research Institutes,Chemical and pharmaceutical companies all over the world.  Applichem,Germany  |  Antibiotic GD pharma,Australia |  Antibiotic O2H,India | Fine Chemical Brookwoodpharma,USA | Latanoprost Seohae Chemical, Korea | Fine chemical Chiracon,Germany | Intermediates Fovea Pharmaceuticals(Sanofi-Aventis),France | Custom synthesis service Pharmsynthez OJSC,Russian | Fine chemical Formosalab,Taiwan | Vitamin D derivatives Zetiva(Sanofi-Aventis),Czech republic | Intermediates Quimica MG LTDA, Colombia | Reagents Abcam, UK | Reagents Chemimpex ,USA | Custom synthesis Topchem , Ireland | Fine chemicals @rtMolecule,France | Amino acid Brial allergen GmbH | Start materials CHEMOS GmbH,Germany | Vitamin D derivatives Chemtron Biotechnology Sdn Bhd | Reagent Charles River,UK | Veterinary materials Biosynth AG,Switzerland | Amino acids  More information please kindly visit www.lanospharma.com",2008,HK,Kowloon,,Flat C 4/F Civic Comm Bldg 165-167 Woosung ST Kowloon Hong Kong,,400060,Pharmaceuticals,"Active Pharmaceutical Ingredients,Intermediates,fine chemicals,Vitamin D derivatives,Custom synthesis,Veterinary",
tibet-cheezheng-tibetan-medicine-co-ltd,tibet-cheezheng-tibetan-medicine-co-ltd,3995185,266,https://www.linkedin.com/company/tibet-cheezheng-tibetan-medicine-co-ltd/,"Tibet Cheezheng Tibetan Medicine Co.,Ltd",https://media-exp1.licdn.com/dms/image/C4D0BAQH9_ZCY5cb4aQ/company-logo_400_400/0/1519865639222?e=1621468800&v=beta&t=q9iRI-7TkjX2Z6K6mWe8COgTD_a4zLf3Ag_yOisKxqM,PUBLIC_COMPANY,,http://www.cheezheng.com.cn,,76,,1,149,"Tibet Cheezheng Tibetan Medicine is a pharmaceuticals company based out of LINZHI, XZ | Tibet, China.",,CN,Linzhi,XZ,,,,Pharmaceuticals,,
Shenzhen-sontu-medical-imaging-equipment-co-ltd,Shenzhen-sontu-medical-imaging-equipment-co-ltd,36016689,267,https://www.linkedin.com/company/Shenzhen-sontu-medical-imaging-equipment-co-ltd/,"Shenzhen SONTU Medical Imaging Equipment Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C4E0BAQE3sen2KSWx-Q/company-logo_400_400/0/1558662893829?e=1621468800&v=beta&t=zOG3OkbaARr2RHB5a89TzKN4l08G2iyLjAEY5Kdv_xY,PRIVATELY_HELD,+86 755 2790 55885,http://www.sontu.com.cn,"#Medical Imaging, #X-ray, #digital X-ray , #veterinary x ray , #Dental, #Flat panel detector #X_ray generator, DR system",22,201,500,213,"SONTU is one of the earliest corporations in China that finished the R&D of digital X ray detector and digital X ray imaging system. The post-processing software also powerfully that integrated advanced image processing technologies such as Virtual dual-energy subtraction(VDES),Imaging stitching, Bone density measurement and intelligent height recognition. As the top DR manufacturer, SONTU's products are highly rated by users for the outstanding image quality, reliable performance, and the advanced experience and value for medical professionals.",2003,CN,Shenzhen,GD,"101, 102, 202, Building No. 1,Shenzhen Biomedicine Innovations Industrial Park,No. 14, Jinhui Road, Pingshan New District,Shenzhen, 518122, China",,518122,Medical Device,"Manufacturer,Future of DR,Flat panel detector",
gaukehealthcare,gaukehealthcare,11218222,268,https://www.linkedin.com/company/gaukehealthcare/,"GAUKE Healthcare Co.,Ltd",https://media-exp1.licdn.com/dms/image/C560BAQGvwz4wka-beQ/company-logo_400_400/0/1519885487958?e=1621468800&v=beta&t=bELqxv5ee4QfZHL_7RUk5cERkIaITn2PgEenZ8MAPmE,PUBLIC_COMPANY,,http://www.gaukefirstaidkit.com,Protecting Your World!!! www.gaukefirstaidkit.com,19,501,1000,64,GAUKE is a professtional first aid kit and medical compress manufacturer with over 15 years' experience. We produce all type of first aid kits. Products has been exported to over 150 countries and regions.,2003,CN,Wuhan,HB,"Suite 105, HuiXianLuo, HuiFeng Enterprise World, ChangFeng, No. 2 GutianLu, Wuhan, China",,430035,Medical Device,"Healthcare,hospital supply,WOUND CARE,First aid,Emergency supply,Medical supply,First aid kit,Car first aid kit,Outdoor first aid kit,Disaster first aid kit,First aid essentials,Personal safety protective,First aid kit for animals,Medical compresses,Home and workplace first aid kit",
Shenzhen-icubio-biomedical-technology-co--ltd,Shenzhen-icubio-biomedical-technology-co--ltd,1198672,269,https://www.linkedin.com/company/Shenzhen-icubio-biomedical-technology-co--ltd/,"Shenzhen iCubio Biomedical Technology Co.,Ltd",https://media-exp1.licdn.com/dms/image/C4D0BAQEpwSSnTj7N0w/company-logo_400_400/0/1519935623107?e=1621468800&v=beta&t=Czsp5CGtY0SgKjowM8JIzXcnFqsHbmEDtb8Gs9jMzK4,PARTNERSHIP,,http://www.icubio.com,,14,51,200,246,"Shenzhen iCubio Biomedical Technology Co.,Ltd. established in Hi-Tech Zone of Shenzhen, China in 2010, is a leading manufacturer devoted to the design, development, manufacturing and marketing of IVD laboratory insepction equipment and reagents.  iCubio is specialized in auto chemistry analyzer, hematology analyzer as well as cmpatible reagents. Our over 10,000 square meters cleaning workshop is the hatchery. At present, we have obtained CE, FSC, ISO 13485 certificates and 20 new applied patents. This enables us to provide more reliable products as our contribution to global healthcaure.  Excellence pursuance and continuous innovation is the spirit of our R&D team. 100 R&D senior engineers support our product design and manufacturing facilities with their over 15 years' comprehensive working experience in top IVD companies. 20% of total revenue reinvests into R&D annually to keep our sustainable motiation and improve products quality. By working together with our global partners, we will always focus on creation for wonderful life!",2010,CN,Shenzhen,GD,"11/Building A, Qiaode Science & Technology Park","No.7  Road, Hi-Tech Industry Guangming new district,",518106,Medical Device,"Reagents,Auto Chemistry Analyzer,Hematology analyzer,Veterinary lab instrument",
xinxiang-kangmin-hygienic-materials-development-co-ltd,xinxiang-kangmin-hygienic-materials-development-co-ltd,72226609,270,https://www.linkedin.com/company/xinxiang-kangmin-hygienic-materials-development-co-ltd/,"Kangmin Hygienic Materials Development Co.,Ltd",https://media-exp1.licdn.com/dms/image/C4E0BAQEvH3XU52eN5g/company-logo_400_400/0/1604656988699?e=1621468800&v=beta&t=_WqyISRgnQObS-b8hnL-D7SBqwsG89r2eXyXi48dxFM,SELF_OWNED,,http://www.xxkmwc.com,"kangmin Group, Care for the whole family.",5,5001,10000,110,"We Kangmin group, has specialized in manufacturing disposable medical supplies for more than 30 years. Our products are supplied to most hospitals, clinics, dentals all over China, and export worldwide.",1998,CN,Zhengzhou,HA,金水东路与东风南路交叉口,绿地新都会九座2903,450000,Medical Device,,
fuan-pharmaceutical-（group）co-ltd,fuan-pharmaceutical-（group）co-ltd,3993758,271,https://www.linkedin.com/company/fuan-pharmaceutical-（group）co-ltd/,"Fuan Pharmaceutical （Group）Co.,Ltd",https://media-exp1.licdn.com/dms/image/C4E0BAQEStIO1MeQ-PQ/company-logo_400_400/0/1519863096826?e=1621468800&v=beta&t=5z9_WkltCVhzsU6ZRUhql01XKuoRfPRpqGMfL-TGKHo,PUBLIC_COMPANY,,http://www.fapharm.com,,62,,1,136,"Fuan Pharma is a pharmaceuticals company based out of CHONGQING, CHO, China.",,CN,Chongqing,CQ,,,,Pharmaceuticals,,
coriton,coriton,13454896,272,https://www.linkedin.com/company/coriton/,"Coriton Instrument Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C510BAQE_ZYhUROyTXg/company-logo_400_400/0/1584694636886?e=1621468800&v=beta&t=8KWBLIpCqiHgWFyOkOCODsZAtZ2qyo4-m8a5hnOwRpM,PRIVATELY_HELD,+86 755 89581055,http://www.coriton.com,Professional medical trolley supplier.,9,51,200,60,"CORITON  is a professional supplier for medical mounting ,with more than 9 years experience in this industry. Our headquarter located  in the coastal city of Shenzhen, which is regarded as the silicon valley of China’s medical electronics industry. We are dedicated to supplying comprehensively high quality products & services to meet customers’ demands from all over the world. So far , we have provide medical grade trolley , wall mount, and accessories to more than 100 countries all over the world. We have got  ISO 9001 , Rohas, CE ,FDA  certificates.",2011,CN,Shenzhen,GD,"5F Building C, Gold Power Industry Park,Julongshan Grand industrial Zone,","Pingshan Dist.,",518118,Medical Device,"Medical trolley,Medical arm,computer trolley",
guangyuyuan-chinese-herbal-medicine-co-ltd-,guangyuyuan-chinese-herbal-medicine-co-ltd-,3993678,273,https://www.linkedin.com/company/guangyuyuan-chinese-herbal-medicine-co-ltd-/,"Guangyuyuan Chinese Herbal Medicine Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C4E0BAQGZMzP0kcyBfQ/company-logo_400_400/0/1519867598566?e=1621468800&v=beta&t=iAdpPNbaZLRf4bhhM5Cyoihp6U1Gyo88wt1CkKJwirM,PUBLIC_COMPANY,,http://www.topsun.com,,56,,1,159,"Guangyuyuan Chinese Herbal Medicine is a pharmaceuticals company based out of Xi'an, FUJ, China.",,CN,Xi'an,SN,,,,Pharmaceuticals,,
syncore-biotechnology-co-ltd,syncore-biotechnology-co-ltd,27074269,274,https://www.linkedin.com/company/syncore-biotechnology-co-ltd/,"SynCore Biotechnology Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C4D0BAQHWGpsaurTObA/company-logo_400_400/0/1519935486816?e=1621468800&v=beta&t=rkQCX6NGv0iI5V4QqEQybcU1C9z8cAW7ABSMROaeCWs,PUBLIC_COMPANY,,http://www.syncorebio.com/,,19,51,200,165,"SynCore Biotechnology Co., Ltd (“SynCore”) is a biopharmaceutical company focusing on creating values of the new drug by R&D and integration of technology resources. SynCore was established in 2008 and cofounded by Sinphar Group and National Health Research Institute (NHRI). SynCore inherited Sinphar’s experiences which have been accumulated for more than 30 years in R&D, manufacturing, and international marketing. Such experiences enable SynCore to build up the comprehensive pipeline portfolio for new drug development to fulfill domestic and international market needs and to consolidate the future development.   SynCore utilizes and in-licenses the unique technologies from all over the world to develop new drugs with great marketing potential. By professional and expeditious project management, SynCore accumulates intangible assets to promote its marketing values. SynCore keeps looking for international partners actively and guarantees stable and long-term profits through strategic alliance to enrich sustainable operating energy.  The mission of the SynCore is to consolidate the drug development and innovative biotechnology of disease treatment to pursuit a better human health and society. SynCore acts in a responsible and ethical manner and with a commitment to sustainable development respecting the needs of the individual, the society, and the environment.",2008,TW,,,,,,Biotechnology,"Drug Development,Oncology,New Drug R&D,Pharmaceutical company,Biotech company,Pancreatic Cancer,Orphan Drug",
biortus,biortus,12925889,276,https://www.linkedin.com/company/biortus/,"Wuxi Biortus Biosciences Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C510BAQEBK_p47rGtrg/company-logo_400_400/0/1571032487463?e=1621468800&v=beta&t=vcmvlKpH-At2RbZ5a9Y2qalZ3VCb08BUw5fbbEpI0lM,PRIVATELY_HELD,+86 (510) 8613-0005,https://en.wuxibiortus.com/,Protein-Focused Services for Drug Discovery: from Gene to Structure,19,51,200,57,"Wuxi Biortus Biosciences Co. Ltd. is a protein-focused and innovation-driven contract research organization (CRO) committed to high-quality R&D services in support of drug discovery.  Biortus has established four world-class research platforms:  . Recombinant Protein Production . Structural Biology (X-ray Crystallography, Cryo-EM, and MicroED) . In Vitro Assays and Screening . Medicinal Chemistry and Process Development  With our wide-range research capabilities and strong relevant expertise, we have successfully delivered many projects to global clients including pharmaceuticals, biotechnology companies, and research institutions.  Visit us at http://en.wuxibiortus.com.",2009,CN,Jiangyin,JS,"Building5, 6Dongsheng West Road",,214437,Pharmaceuticals,"recombinant protein,CRO,Protein Production,Protein Expression and Purification,X-ray crystallography,Structural Biology,cryoEM,Negative Staining,MicroED,Protein Structure,Assay Development,Fragment -based Library,FTE,Caliper,Radiometric Assay,Medicinal Chemistry and Process Development,Surface Plasmon Resonance (SPR)",
nanyang-zonjet-cnc-technology-co-ltd,nanyang-zonjet-cnc-technology-co-ltd,14417988,277,https://www.linkedin.com/company/nanyang-zonjet-cnc-technology-co-ltd/,"Zhende Medical Co.,ltd",https://media-exp1.licdn.com/dms/image/C560BAQEripEotCbfGg/company-logo_400_400/0/1585901632837?e=1621468800&v=beta&t=r6C0Qtb2dhbT3gTRFrmdnDpHIn5wP6lGGWZfZAKamUE,PUBLIC_COMPANY,18658515700,http://www.zhende.com,"Zhende medical group is one of leading compnay for R & D, production and sales in medical dressing market.",24,5001,10000,183,"Zhende medical group is one of leading compnay for R & D, production and sales in medical dressing market. the The group involved traditional medical dressings, pressure treatment and fixation, modern wound care, surgical infection management, incontinence care products, industrial automation equipment etc.. Our sales covers more than 70 countries and regions. Europe and North America is the core area of the international market, our sales also covers more than 30 dom",1993,CN,Shaoxing,ZJ,,,312000,Medical Device,"Wound dressing,bandages,first aid kits,gauze,operation drape,non woven sponges,surgical gowns,operation machine cover,stoma care products,medical stockings,mask,lap sponges,ABD pads,operation kits",
guangdong-vtr-bio-tech-co-ltd-,guangdong-vtr-bio-tech-co-ltd-,3995261,278,https://www.linkedin.com/company/guangdong-vtr-bio-tech-co-ltd-/,"Guangdong Vtr Bio-Tech Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C4D0BAQHodxH3i8LGNQ/company-logo_400_400/0/1519922122890?e=1621468800&v=beta&t=I-b5ow9VOS_tqax3rb5AImwpXG3jUMkAUBzPLR8UG0c,PUBLIC_COMPANY,,http://www.yiduoli.com,,55,,1,157,"Guangdong Vtr Bio-Tech is a biotechnology company based out of ZHUHAI, GD | Guangdong, China.",,CN,Zhuhai,GD,,,,Biotechnology,,
zhongfan-medical-technolog,zhongfan-medical-technolog,69396175,279,https://www.linkedin.com/company/zhongfan-medical-technolog/,"Concern Biological Technology Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C4D0BAQGd1NmfkoOMkw/company-logo_400_400/0/1606740282411?e=1621468800&v=beta&t=8yo2p4xjawleoMZOWyjxu1xvq95sgjj29k71OF6Ei6M,PARTNERSHIP,8615305899253,https://concernbiotech.com/,experienced professional manufacturers of lab consumables and medical devices in China with one stop services.#Certified,3,201,500,216,"Zhejiang Concern Biological Technology Co., Ltd was founded in 2000. We are dedicated to providing integrated medical laboratory service by offering various meaningful medical solutions, a full range of IVD (In-Vitro Diagnostics) products and professional technical support. The head quarter is located in Yiwu, China. with more than 1000 employees and 40 service centers in large and medium-sized cities across China.",2016,CN,Yiwu,ZJ,"ZheJiang ZhongFan Medical Technology Co.,ltd. No. 2502, 25th Floor, Yihao-Gongguan, Xinchen Wuyue Plaza, Yiwu,Zhejiang China",,322000,Medical Device,"Biochemistry,lab instruments manufacturer,medical devises ,biotechnology ,environmental sampling products,china lab consumables manufacturer ,medical lab technician,researchers,health and health care,blood test ",
main-meditech-co-ltd,main-meditech-co-ltd,69583792,280,https://www.linkedin.com/company/main-meditech-co-ltd/,"Main MediTech Co.,Ltd",https://media-exp1.licdn.com/dms/image/C4D0BAQEAEFCAJVoEfg/company-logo_400_400/0/1605057927745?e=1621468800&v=beta&t=553w33kb5YOm3zD3ohSAwHdf0zYPA-VzWbQoXkmVdvg,PRIVATELY_HELD,+86 23 63732637,http://www.mainmeditech.com,Ophthalmology and Optometry/Manufacturer/Export/Import and promote Intl. brands in China /Visit us@www.mainmeditech.com ,2,11,50,238,"Main MediTech Co., Ltd. is located in one of China's four big municipalities-the beautiful mountain city-Chongqing. Surrounded by mountains and rivers, Chongqing is China’s famous industrial and modern manufacturing base. Main MediTech will devote itself to the development and creation of medical technology in this industry city, and strive to become a modern high-tech enterprise with powerful abilities of independent innovation, R&D, and production. Own independent intellectual property rights, and become to be a well-known international brands.  Meanwhile, we also cooperate with international brands to promote it in China domestic market.",2020,CN,Chongqing,CQ,"No. 776, Jingwei Avenue, Yuzhong District",,400000,Medical Device,,
Shenzhen-hugemed-medical-technical-development-co-ltd,Shenzhen-hugemed-medical-technical-development-co-ltd,14591532,281,https://www.linkedin.com/company/Shenzhen-hugemed-medical-technical-development-co-ltd/,"Shenzhen Hugemed Medical Technical Development Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C510BAQHTFPVvRXxjzA/company-logo_400_400/0/1554169615350?e=1621468800&v=beta&t=29MS2V_K8pdwqmZosmtwtRPSjp5l4itFNCxBhkU5Rsc,SELF_EMPLOYED,+86-755-22275866,http://www.hugemed.net,"Video Larynogscope, Brochoscope, Ureteroscope",13,51,200,193,"Hugemed Medical is a leading manufacturer of medical endoscope. With innovative, patented, CE and FDA approved products, we make the win-win of partner, hospital and patient become possible",2014,CN,Shenzhen,GD,"8th Floor, Tempus Building A, Qingshui River Road,",Luohu District,518023,Medical Device,,
baui-biotech-co-ltd,baui-biotech-co-ltd,2859300,283,https://www.linkedin.com/company/baui-biotech-co-ltd/,"BAUI BIOTECH CO.,LTD",https://media-exp1.licdn.com/dms/image/C510BAQFpVECtFu08bA/company-logo_400_400/0/1568098513495?e=1621468800&v=beta&t=yAM7_AkgWkG5QQW97KeLAD8RGB-DDKKgth8JSNv7bAw,PRIVATELY_HELD,,http://www.baui.com.tw/,BAUI has started the spinal devices supply with its own brand around the world since 2009.,16,51,200,196,"BAUI is one of the leading medical devices companies in Taiwan. Since 2009, BAUI has started the spinal devices supply with its own brand. The main products include cervical and lumbar Interbody Fusion Devices, Fixation Systems, and Minimally Invasive System.  With the 30-year manufacturing experience and its own testing laboratory, BAUI is able to embody the promising vision from the R&D team and offer innovative spinal devices with superior quality. Our elite and professional team with relevant medical backgrounds ignites the innovation, motivation, and the insistence on the quality and stability of the spinal devices and services.   BAUI's mission is to develop and provide the most state of the art, the best-quality, and the safest products and BAUI's vision is to brighten the postoperative lives of patients and devote ourselves to the society worldwide.",2009,TW,New Taipei City,,"No.6, Sec.1, Zhongxing Rd., Wugu Dist., New Taipei City, Taiwan",,24872,Medical Device,"Biotechnology,medical device,Spinal medical product",
cHangzhou-qianhong-bio-pharma-co-ltd,cHangzhou-qianhong-bio-pharma-co-ltd,3997125,284,https://www.linkedin.com/company/cHangzhou-qianhong-bio-pharma-co-ltd/,"Qianhong Bio-Pharma Co.,Ltd",https://media-exp1.licdn.com/dms/image/C560BAQE36Jck08d2lA/company-logo_400_400/0/1519885429961?e=1621468800&v=beta&t=nxS2nRdViauUfZ5XVEudk0iktoqAwjW3qsuVFPHHcY0,PUBLIC_COMPANY,,http://www.qhsh.com.cn,,67,,1,146,"CHangzhou Qianhong Bio-Pharma is a pharmaceuticals company based out of CHangzhou, JNG, China.",,CN,Changzhou,JS,,,,Pharmaceuticals,,
Shijiazhuang-yide-medical-device-manufacturing-co-ltd,Shijiazhuang-yide-medical-device-manufacturing-co-ltd,65368528,285,https://www.linkedin.com/company/Shijiazhuang-yide-medical-device-manufacturing-co-ltd/,"Shijiazhuang Yide Medical Device Manufacturing Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C4E0BAQHaeN1FONARUw/company-logo_400_400/0/1586840553321?e=1621468800&v=beta&t=skEsKyJ8oXz6rMH3B-w_Xa8_crBHFceSL1M-Bvjrx9U,SELF_EMPLOYED,,http://yidemedical.com,,,11,50,269,"Shijiazhuang Yide Medical Device Manufacturing Co., Ltd. is a fast-growing company dedicated to family health business. Company Founded in 2000, covers an area of 10,000 square meters and has more than 150 employees. We have a range of advanced equipment from production to packaging, located in industry zone of jinzhou city.",,CN,Shijiazhuang,HE,,,,Medical Device,,
